Date,Open,High,Low,Close,Quantity,PERatio
20110727,45.00,45.50,44.00,44.65,33696818,19.58
20110728,44.00,45.45,43.80,45.45,15873895,19.93
20110729,45.80,46.50,45.55,45.60,20176856,20.00
20110801,46.00,46.50,45.45,46.00,12415549,20.18
20110802,46.10,47.30,46.00,47.00,14177795,20.61
20110803,46.20,46.45,45.40,45.75,13393859,20.07
20110804,46.30,46.30,44.80,44.85,8358400,19.67
20110805,42.00,43.80,41.90,43.10,25328525,18.90
20110808,43.00,43.60,40.30,42.00,30750917,18.42
20110809,40.10,44.30,40.10,43.15,35775032,18.93
20110810,45.00,46.15,44.10,45.55,33883260,19.98
20110811,44.55,46.45,43.55,44.25,30242084,19.41
20110812,44.50,44.85,42.65,42.65,23244554,18.71
20110815,43.00,44.70,43.00,43.95,11356266,19.28
20110816,44.70,45.30,44.10,45.25,19729792,19.85
20110817,45.50,45.50,44.30,44.65,17175576,19.58
20110818,45.00,45.20,44.15,45.15,17436251,19.80
20110819,44.00,44.00,42.00,42.00,29628805,18.42
20110822,41.00,41.90,39.10,39.10,34525937,17.15
20110823,39.10,40.20,38.30,40.20,19903423,17.63
20110824,40.20,40.20,37.85,38.35,30423961,16.82
20110825,38.50,38.85,35.75,36.45,53017252,15.99
20110826,36.80,37.30,34.10,35.25,43692993,15.46
20110829,35.70,37.35,35.35,37.35,19498857,16.38
20110830,37.55,38.40,36.60,37.95,20526417,16.64
20110831,37.30,38.85,37.30,38.75,16702638,15.5
20110901,39.70,40.25,39.25,40.00,24111910,16.0
20110902,40.00,40.00,38.50,39.15,13918956,15.66
20110905,39.00,39.30,38.40,38.95,13817444,15.58
20110906,38.50,38.55,36.25,36.25,33722028,14.5
20110907,35.80,36.50,34.25,35.25,43107626,14.1
20110908,35.80,37.05,35.50,36.65,27578730,14.66
20110909,36.65,37.60,36.45,37.50,15607800,15.0
20110913,36.50,36.50,34.90,34.90,26002880,13.96
20110914,35.10,35.50,32.80,33.30,39863733,13.32
20110915,34.50,34.50,33.30,33.70,23182178,13.48
20110916,34.50,36.05,34.35,35.25,25586750,14.1
20110919,35.25,35.45,34.50,34.95,10876272,13.98
20110920,34.95,35.30,33.50,34.20,18647945,13.68
20110921,34.20,34.40,33.50,34.30,18299573,13.72
20110922,33.50,33.50,32.20,32.25,26398590,12.9
20110923,30.60,30.90,30.00,30.35,48718052,12.14
20110926,30.35,30.45,29.00,29.25,28521846,11.7
20110927,30.25,31.25,30.20,31.25,25384975,12.5
20110928,32.30,32.65,31.75,32.00,22708270,12.8
20110929,31.80,33.50,31.35,32.70,17935350,13.08
20110930,33.50,33.90,32.75,32.90,15047057,13.16
20111003,32.40,32.40,31.00,31.00,24739522,12.4
20111004,30.00,31.95,29.90,31.90,25422633,12.76
20111005,32.20,32.30,31.20,31.65,10688725,12.66
20111006,32.75,33.40,32.60,33.15,20100740,13.26
20111007,34.10,35.20,33.60,34.80,30095988,13.92
20111011,36.20,36.70,35.70,36.70,23804779,14.68
20111012,35.75,36.95,35.25,36.55,16213960,14.62
20111013,36.55,37.20,35.15,36.10,19182642,14.44
20111014,35.90,35.90,34.65,34.65,20512890,13.86
20111017,35.05,35.95,34.75,35.50,13715853,14.2
20111018,34.90,35.15,34.55,34.85,10216401,13.94
20111019,35.20,35.30,34.30,34.75,10227639,13.9
20111020,35.00,35.40,34.40,34.50,13048369,13.8
20111021,34.65,35.25,34.40,34.70,8934287,13.88
20111024,35.80,36.15,35.40,36.10,17221962,14.44
20111025,36.45,36.45,35.65,36.00,8741045,14.4
20111026,35.35,36.45,35.35,36.45,15949826,14.58
20111027,36.50,38.75,36.10,38.25,48684052,15.30
20111028,39.05,39.30,37.50,37.85,30409437,15.14
20111031,37.95,38.15,37.50,37.85,12492613,15.14
20111101,37.85,37.85,36.85,37.00,21607700,14.74
20111102,36.10,36.50,35.40,36.35,23607370,14.48
20111103,36.50,36.50,35.50,35.80,15757420,14.26
20111104,36.50,37.35,36.50,37.20,23171886,14.82
20111107,37.30,38.00,37.10,37.75,12551702,15.04
20111108,37.70,38.05,36.70,36.75,12795236,14.64
20111109,36.85,37.40,36.85,36.85,10229107,14.68
20111110,36.00,36.00,34.95,35.30,27952105,14.06
20111111,35.80,35.90,35.10,35.40,14973550,14.10
20111114,36.30,36.35,35.80,35.90,9167296,14.30
20111115,35.60,36.25,35.50,36.25,5228756,14.44
20111116,36.35,36.45,34.85,34.95,13537146,13.92
20111117,34.00,34.20,33.50,33.70,22140177,13.43
20111118,33.00,33.40,32.90,33.00,26340836,13.15
20111121,32.60,32.60,31.40,31.40,24662325,12.51
20111122,31.40,32.60,31.00,32.45,17645787,12.93
20111123,32.55,32.70,31.70,31.75,11432020,12.65
20111124,31.80,32.80,31.75,32.70,13825076,13.03
20111125,33.10,33.30,31.70,32.10,13328714,12.79
20111128,32.50,33.05,32.50,32.70,8937339,13.03
20111129,33.20,33.50,32.80,33.40,8591780,13.31
20111130,33.20,33.20,32.00,32.55,16473133,12.97
20111201,34.00,34.80,33.50,34.50,19708842,13.75
20111202,34.50,34.75,33.80,34.75,10690764,13.84
20111205,34.85,35.15,34.60,35.00,7654840,13.94
20111206,35.10,35.60,34.20,34.85,11572404,13.88
20111207,35.50,35.50,35.10,35.50,9910233,14.14
20111208,34.80,35.20,33.80,34.60,10496638,13.78
20111209,34.00,34.00,32.20,33.00,17976723,13.15
20111212,33.50,33.55,32.60,33.50,12892783,13.35
20111213,32.80,33.40,32.65,33.25,8891243,13.25
20111214,32.65,33.10,32.35,32.70,13887168,13.03
20111215,32.55,32.60,31.85,32.40,11837196,12.91
20111216,33.00,33.45,32.40,33.00,9002444,13.15
20111219,33.30,33.40,31.95,32.80,12568726,13.07
20111220,32.80,33.20,32.30,33.00,12756838,13.15
20111221,34.35,35.10,34.00,35.00,15992578,13.94
20111222,35.10,35.10,33.85,35.00,17258726,13.94
20111223,35.40,35.50,34.85,35.00,15414231,13.94
20111226,35.00,35.25,34.65,34.95,8245003,13.92
20111227,34.65,35.10,34.50,35.00,7012907,13.94
20111228,34.90,35.05,34.65,34.95,6157926,13.92
20111229,34.70,35.00,34.50,35.00,4839383,13.94
20111230,35.00,35.25,34.80,35.00,7643101,13.94
20120102,35.00,35.05,34.60,34.70,7028883,13.82
20120103,34.95,35.40,34.90,35.40,13231764,14.10
20120104,35.80,35.80,35.45,35.60,7270291,14.18
20120105,35.80,35.80,35.00,35.60,15263996,14.18
20120106,35.60,35.65,34.95,34.95,16463826,13.92
20120709,35.80,36.40,35.80,36.30,6223631,15.32
20120710,36.10,36.25,35.75,36.00,7577871,15.19
20120711,35.55,36.90,35.55,36.90,14409293,15.57
20120712,36.90,36.90,36.10,36.20,6252890,15.27
20120713,36.20,36.60,36.15,36.25,7976263,15.3
20120716,36.25,36.40,36.00,36.25,5997584,15.3
20120717,35.90,36.40,35.90,36.25,8680505,15.3
20120718,36.00,36.25,35.85,36.05,7248828,15.21
20120719,36.45,36.90,36.10,36.85,10420509,15.55
20120720,36.90,37.00,36.60,37.00,6998471,15.61
20120723,36.90,36.90,36.20,36.40,4741121,15.36
20120724,36.05,36.25,36.00,36.15,7365714,15.25
20120725,35.60,36.00,35.35,35.40,15527387,14.94
20120726,33.70,34.00,33.65,33.65,7169848,14.2
20120727,34.10,34.85,34.05,34.85,7962338,14.7
20120730,35.00,35.30,34.85,35.10,8597089,14.81
20120731,35.00,35.20,34.85,34.90,6521071,14.73
20120801,35.00,35.75,34.85,35.75,7731076,15.08
20120803,35.80,35.90,35.50,35.80,4694182,15.11
20120806,36.00,36.45,35.65,35.70,8124215,15.06
20120807,35.20,35.85,35.20,35.70,5833302,15.06
20120808,35.70,36.00,35.30,35.50,7937031,14.98
20120809,35.70,35.90,35.45,35.80,11170498,15.11
20120810,36.00,36.20,35.80,35.80,12924915,15.11
20120813,36.45,36.45,35.80,36.00,9120586,15.19
20120814,36.00,36.25,35.25,35.30,6850774,14.89
20120815,35.50,35.60,34.90,35.40,6732773,14.94
20120816,35.60,35.60,34.95,35.00,8931565,14.77
20120817,34.85,35.00,34.40,34.80,9586055,14.68
20120820,34.80,34.80,34.20,34.35,5046684,14.49
20120821,34.70,34.85,34.30,34.45,7118392,14.54
20120822,34.10,34.20,33.90,34.15,7051567,14.41
20120823,33.90,34.20,33.90,34.00,5637682,14.35
20120824,34.00,34.05,33.85,33.90,5049425,14.3
20120827,33.90,34.20,33.80,33.85,3117807,14.28
20120828,33.70,33.80,33.45,33.45,5039017,14.11
20120829,33.50,33.55,33.00,33.05,8847661,13.95
20120830,33.10,33.15,32.50,32.60,11096669,13.76
20120831,32.60,32.80,32.45,32.55,6808672,13.73
20120903,32.50,32.90,32.35,32.55,5443407,13.73
20120904,32.70,33.20,32.50,33.05,12114752,14.37
20120905,33.00,33.00,32.50,32.55,8299058,14.15
20120906,32.70,32.75,32.45,32.50,4641061,14.13
20120907,32.90,34.15,32.45,33.75,25045390,14.67
20120910,33.90,35.60,33.85,35.10,34066706,15.26
20120911,35.20,35.30,34.60,34.90,7388344,15.17
20120912,35.10,35.50,35.00,35.15,10710936,15.28
20120913,35.30,35.45,35.15,35.40,5727118,15.39
20120914,35.75,36.95,35.75,36.70,24895322,15.96
20120917,37.00,37.00,36.55,36.70,9908834,15.96
20120918,36.70,36.70,35.75,35.90,9515210,15.61
20120919,35.60,36.00,35.45,35.95,10296459,15.63
20120920,35.80,36.00,35.25,35.25,10997218,15.33
20120921,35.70,35.95,35.40,35.90,9411219,15.61
20120924,35.90,36.45,35.40,36.30,6132763,15.78
20120925,36.20,36.30,35.75,36.00,7628620,15.65
20120926,35.80,35.90,35.60,35.80,3267192,15.57
20120927,36.00,36.10,35.60,36.05,7385881,15.67
20120928,36.10,36.40,35.65,36.30,9051757,15.78
20121001,36.30,36.50,35.90,35.95,6189179,15.63
20121002,36.00,36.05,35.65,35.75,6129453,15.54
20121003,35.80,35.90,35.55,35.60,2234146,15.48
20121004,35.80,36.20,35.35,36.20,6375079,15.74
20121005,36.20,36.30,36.00,36.30,6007692,15.78
20121008,36.60,37.00,36.15,36.30,12033903,15.78
20121009,36.50,36.90,36.50,36.70,11084990,15.96
20121011,36.20,36.55,35.85,35.95,7548744,15.63
20121012,36.20,36.20,34.85,35.40,8192935,15.39
20121015,35.20,36.20,35.20,36.20,8757974,15.74
20121016,36.30,36.70,36.00,36.65,10624664,15.93
20121017,36.80,36.90,36.60,36.90,9181447,16.04
20121018,36.90,36.90,36.65,36.80,6101237,16.0
20121019,37.00,37.80,37.00,37.60,31210140,16.35
20121022,37.30,37.80,37.15,37.80,11076636,16.43
20121023,37.90,37.90,37.35,37.60,7883581,16.35
20121024,37.40,37.90,37.05,37.65,12304025,16.37
20121025,37.65,38.05,37.40,37.95,12949517,16.5
20121026,38.00,38.00,36.40,36.45,11437763,15.85
20121029,36.45,37.15,36.40,36.95,5780901,16.07
20121030,37.30,38.05,37.25,37.40,11286495,16.26
20121031,37.75,37.80,37.20,37.45,5217197,16.28
20121101,37.00,37.15,36.30,36.60,8491812,15.91
20121102,37.40,37.90,36.70,37.35,12344320,17.21
20121105,37.35,38.35,37.30,38.10,17054647,17.56
20121106,38.50,38.50,37.85,38.35,12152844,17.67
20121107,38.55,38.65,38.25,38.50,11660751,17.74
20121108,38.50,38.50,37.65,38.00,7762059,17.51
20121109,37.90,37.90,37.35,37.65,7916607,17.35
20121112,37.65,38.00,37.55,37.65,4125198,17.35
20121113,38.00,38.00,36.80,36.95,8388642,17.03
20121114,37.35,37.35,36.25,36.80,9737492,16.96
20121115,36.65,36.70,36.10,36.35,5123226,16.75
20121116,36.35,36.90,36.30,36.40,3968163,16.77
20121119,36.40,36.75,36.20,36.60,4915313,16.87
20121120,36.80,37.00,36.55,36.80,5881143,16.96
20121121,37.00,37.10,36.60,36.80,4975232,16.96
20121122,36.80,37.00,35.90,36.15,7487216,16.66
20121123,36.20,36.80,36.10,36.80,9921846,16.96
20121126,37.00,37.15,36.40,36.80,9035182,16.96
20121127,36.40,36.70,36.25,36.40,9152473,16.77
20121128,36.40,36.50,35.80,36.00,11294951,16.59
20121129,36.20,37.40,36.15,37.30,17915900,17.19
20121130,37.45,38.05,37.35,38.05,18374139,17.53
20121203,38.20,38.30,37.75,38.00,6588536,17.51
20121204,37.70,37.70,37.30,37.70,6881361,17.37
20121205,37.70,38.25,37.40,38.20,10650752,17.6
20121206,38.20,38.20,37.70,37.90,7822779,17.47
20121207,38.20,39.75,38.15,39.40,25472120,18.16
