Date,Open,High,Low,Close,Quantity,PERatio
20130417,38.45,38.45,38.00,38.40,7063206,18.37
20130418,38.20,38.60,37.85,38.05,7896843,18.21
20130419,38.05,38.60,38.00,38.40,5254299,18.37
20130422,39.55,40.10,39.25,39.35,11089205,18.83
20130423,39.40,39.50,38.70,38.75,3338850,18.54
20130424,39.15,39.30,38.90,39.30,4731532,18.80
20130425,39.30,39.30,38.70,39.00,4284671,18.66
20130426,38.60,39.20,38.60,38.90,3155822,18.61
20130429,38.90,39.00,38.70,38.70,2968865,18.52
20130430,38.90,39.25,38.80,39.20,4661788,18.76
20130502,39.05,39.05,38.50,38.50,6069136,18.42
20130503,38.50,38.80,38.00,38.30,7901345,18.33
20130506,38.65,38.70,38.45,38.45,3800977,18.40
20130507,38.55,38.60,38.25,38.40,3594122,18.37
20130508,38.30,38.85,38.30,38.70,8218638,18.52
20130509,38.70,39.15,38.70,39.15,8582130,18.73
20130510,39.10,39.20,38.95,39.20,3247960,18.76
20130513,39.10,39.15,38.65,38.65,1908910,18.49
20130514,38.70,39.15,38.70,39.10,4135666,18.71
20130515,39.10,39.45,38.85,39.45,4913246,18.88
20130516,39.45,39.80,39.05,39.70,8781561,19.0
20130517,39.85,39.90,39.45,39.50,6870204,18.99
20130520,39.50,39.80,39.20,39.25,4009207,18.87
20130521,39.40,39.60,39.25,39.50,3780715,18.99
20130522,39.75,39.80,39.50,39.70,3408179,19.09
20130523,39.60,39.65,39.30,39.35,6392388,18.92
20130524,39.60,39.65,38.90,39.15,4938976,18.82
20130527,39.15,39.30,39.00,39.30,3711078,18.89
20130528,39.50,39.50,39.10,39.30,2663026,18.89
20130529,39.30,39.85,39.30,39.85,3925004,19.16
20130530,39.70,39.70,38.70,38.75,6262159,18.63
20130531,38.90,39.50,38.50,39.45,14588634,18.97
20130603,38.60,38.70,38.25,38.40,8492897,18.46
20130604,38.70,38.70,38.05,38.10,6235855,18.32
20130605,38.00,38.05,37.30,37.60,10855417,18.08
20130606,37.30,37.75,37.30,37.50,5964152,18.03
20130607,37.50,37.90,37.40,37.85,4251504,18.20
20130610,38.20,38.50,38.00,38.45,5202873,18.49
20130611,38.45,38.45,38.00,38.10,6595317,18.32
20130613,38.10,38.20,37.35,37.35,12478768,17.96
20130614,37.35,37.65,37.20,37.40,6859302,17.98
20130617,37.65,38.80,37.30,37.80,4817906,18.17
20130618,37.80,37.80,37.40,37.55,9071268,18.05
20130619,37.55,37.80,37.50,37.55,8338361,18.05
20130620,37.50,37.55,37.20,37.30,10653560,17.93
20130621,36.50,37.10,35.15,35.15,26341776,16.90
20130624,35.15,35.30,34.60,34.60,18930650,16.63
20130625,34.50,34.50,33.75,33.75,19432733,16.23
20130626,34.50,34.80,33.90,34.80,17522324,16.73
20130627,35.20,35.55,34.95,35.50,9861656,17.07
20130628,35.85,36.95,35.40,36.90,12837205,17.74
20130701,36.80,37.20,36.30,37.00,7705426,17.79
20130702,37.00,37.20,35.55,35.60,15477243,17.12
20130703,35.40,36.55,35.20,36.05,13263882,17.33
20130704,35.80,36.50,35.80,36.30,4313383,17.45
20130705,36.50,36.80,36.30,36.40,6422180,17.50
20130708,36.40,36.50,35.85,36.15,4556525,17.38
20130709,36.25,36.50,36.15,36.30,5764695,17.45
20130710,36.30,37.10,36.30,36.95,9349878,17.76
20130711,37.20,37.40,37.00,37.20,8959694,17.88
20130712,37.40,37.85,37.40,37.85,9253000,18.2
20130715,37.50,38.00,37.50,38.00,7230371,18.27
20130716,38.00,38.10,37.70,38.10,5416397,18.32
20130717,38.10,38.30,37.95,38.25,7234273,18.39
20130718,38.20,38.50,38.15,38.35,8283877,18.44
20130719,38.25,38.75,38.20,38.60,8816815,18.56
20130722,38.75,38.85,38.60,38.80,8680865,18.65
20130723,38.95,39.15,38.70,39.10,15088170,18.8
20130724,39.10,39.10,38.50,38.50,11318172,18.51
20130725,36.80,37.25,36.70,36.80,13881036,17.69
20130726,37.25,37.25,36.35,36.75,7875865,17.67
20130729,36.90,37.10,36.35,36.35,5091719,17.48
20130730,37.05,37.20,36.60,37.15,7016083,17.86
20130731,37.00,37.25,36.60,36.65,7132029,17.62
20130801,37.15,37.20,36.80,37.00,4249801,17.79
20130802,37.40,37.40,36.90,37.20,4495286,17.88
20130805,37.20,37.20,36.70,36.95,4120384,17.76
20130806,36.95,36.95,36.25,36.40,7152454,17.5
20130807,36.25,37.00,36.10,36.90,7512473,17.74
20130808,36.90,37.20,36.45,37.00,6445031,17.79
20130809,37.35,37.40,36.55,36.55,7029888,17.57
20130812,37.00,38.45,36.90,38.35,18766416,18.44
20130813,38.50,38.90,38.10,38.90,16350701,18.7
20130814,38.90,39.00,38.20,38.60,9217180,18.56
20130815,38.60,38.90,37.70,38.70,8784794,18.61
20130816,38.50,39.10,38.40,38.95,12283063,18.46
20130819,39.05,39.10,38.60,38.80,8374913,18.39
20130820,38.60,38.80,38.00,38.30,6194027,18.15
20130822,37.80,39.00,37.50,39.00,14710395,18.48
20130823,39.00,39.00,38.50,38.75,4397759,18.36
20130826,39.00,39.00,38.40,38.95,3794091,18.46
20130827,38.50,38.75,38.05,38.05,5560748,18.03
20130828,37.80,38.60,37.75,38.45,6319359,18.22
20130829,38.45,38.90,38.45,38.80,4780331,18.39
20130830,38.95,39.50,38.75,39.50,18860728,18.72
20130902,39.60,39.60,39.15,39.45,8574145,18.70
20130903,39.50,39.60,38.90,39.20,5948121,18.58
20130904,39.30,39.50,38.85,39.50,7967742,18.72
20130905,39.65,39.75,39.55,39.70,8306793,18.82
20130906,39.70,39.80,39.50,39.75,7628096,18.84
20130909,39.35,39.80,39.30,39.75,6661112,18.84
20130910,39.25,40.00,39.25,40.00,11407858,18.96
20130911,39.80,40.00,39.70,40.00,11308402,18.96
20130912,40.40,40.75,40.25,40.70,13013277,19.29
20130913,40.25,40.50,40.00,40.20,7614540,19.05
20130914,40.00,40.15,39.40,39.40,4174936,18.67
20130916,39.80,41.25,39.80,41.15,13230201,19.50
20130917,41.00,41.00,40.50,40.80,9948759,19.34
20130918,41.00,41.10,40.65,40.65,8651107,19.27
20130923,40.80,42.05,40.80,41.90,16665285,19.86
20130924,41.90,42.00,41.20,41.50,8974942,19.67
20130925,41.80,41.80,41.05,41.70,11014344,19.76
20130926,41.70,41.75,41.05,41.70,11204628,19.76
20130927,41.80,43.15,41.80,43.00,21627105,20.38
20130930,43.00,43.25,41.90,42.80,15088762,20.28
20131001,43.00,43.00,41.60,41.70,8695887,19.76
20131002,41.70,42.80,41.50,42.30,10578300,20.05
20131003,42.50,43.00,42.50,42.60,8042480,20.19
20131004,42.20,43.00,42.20,43.00,8928803,20.38
20131007,42.95,42.95,42.50,42.75,7943078,20.26
20131008,43.00,43.60,42.90,43.60,9391185,20.66
20131009,43.00,43.40,42.95,43.20,8319816,20.47
20131011,43.70,43.95,42.95,43.00,6825610,20.38
20131014,43.00,44.25,43.00,43.20,7250797,20.47
20131015,43.40,43.90,43.20,43.90,7333223,20.81
20131016,43.90,44.00,43.55,43.85,3510927,20.78
20131017,44.20,44.25,43.70,43.95,3045074,20.83
20131018,44.20,44.20,43.00,43.65,4974499,20.69
20131021,43.05,43.65,43.05,43.20,2718533,20.47
20131022,43.20,43.55,42.95,43.20,4820853,20.47
20131023,43.45,43.55,42.85,42.90,4474795,20.33
20131024,42.50,42.85,42.45,42.80,3934304,20.28
20131025,42.05,42.45,41.90,42.10,4883843,19.95
20131028,42.10,42.65,41.70,42.65,4369534,20.21
20131029,41.90,42.65,41.90,42.50,3594176,20.14
20131030,42.00,42.75,42.00,42.75,5021639,20.26
20131031,42.00,42.75,42.00,42.75,6419670,20.26
20131101,43.15,43.15,42.25,42.40,4966300,20.09
20131104,42.30,42.30,41.20,41.55,5334195,19.69
20131105,41.05,41.50,41.00,41.00,5277424,19.43
20131106,41.00,41.35,40.50,40.80,7084687,19.34
20131107,40.80,41.05,40.45,41.05,6379983,19.45
20131108,40.25,41.05,40.25,41.05,4901938,19.45
20131111,40.30,41.00,40.30,41.00,5197915,19.43
20131112,40.75,41.70,40.60,41.60,8876399,19.72
20131113,42.00,42.00,40.30,41.00,7295504,19.43
20131114,40.45,41.00,40.45,41.00,4750364,19.43
20131115,41.50,42.45,41.20,42.45,9962814,20.12
20131118,42.65,43.45,42.60,43.00,9815251,17.00
20131119,43.40,44.25,43.10,43.90,17855956,17.35
20131120,43.20,43.45,42.55,42.55,14540360,16.82
20131121,42.80,42.80,42.10,42.10,10137269,16.64
20131122,42.20,42.95,42.05,42.60,10607797,16.84
20131125,43.00,44.00,42.90,43.65,16221581,17.25
20131126,43.30,45.60,43.30,43.60,34027049,17.23
20131127,44.45,45.60,44.20,45.00,25558682,17.79
20131128,45.70,46.50,45.70,46.00,13911827,18.18
20131129,46.00,46.95,46.00,46.85,13394156,18.52
20131202,46.85,46.85,46.05,46.35,7723457,18.32
20131203,46.35,46.95,46.05,46.55,13539850,18.40
20131204,46.55,46.55,46.05,46.05,7237442,18.20
20131205,46.50,46.50,45.90,46.05,9895773,18.20
20131206,45.60,45.90,44.35,44.35,14838110,17.53
20131209,45.45,45.60,44.65,44.80,9631208,17.71
20131210,45.00,45.00,44.50,45.00,6858671,17.79
20131211,45.00,45.50,44.80,45.30,8856314,17.91
20131212,45.50,46.60,45.10,46.40,16715840,18.34
20131213,46.40,46.40,45.50,45.90,7799294,18.14
20131216,45.60,45.70,44.95,44.95,8686915,17.77
20131217,45.05,45.65,44.80,44.80,6424053,17.71
20131218,45.45,45.45,44.50,44.95,7343127,17.77
20131219,45.00,45.75,45.00,45.45,7440883,17.96
20131220,45.45,46.00,45.20,45.65,8380053,18.04
20131223,45.65,46.45,45.65,45.85,8836751,18.12
20131224,45.80,45.85,45.35,45.40,5734455,17.94
20131225,45.40,45.60,45.15,45.50,4510725,17.98
20131226,45.50,45.85,45.35,45.65,3703885,18.04
20131227,45.60,46.10,45.55,45.70,6303721,18.06
20131230,46.00,46.60,45.75,46.60,10441609,18.42
20131231,46.75,46.75,45.95,46.25,5813398,18.28
20140102,45.95,46.05,45.25,45.40,8173405,17.94
20140103,45.10,45.10,44.50,44.55,9962033,17.61
20140106,44.95,44.95,43.60,43.60,11744181,17.23
20140107,43.80,44.20,43.75,44.15,11592618,17.45
20140108,44.20,44.45,43.65,43.90,18636200,17.35
20140109,44.00,44.25,42.55,42.90,21508405,16.96
20140110,42.90,43.80,42.70,43.80,12090549,17.31
20140113,44.35,44.40,43.30,43.80,10387168,17.31
20140114,43.50,44.15,43.40,44.10,8378495,17.43
20140115,44.00,45.85,44.00,44.75,15911183,17.69
20140116,45.10,45.75,43.90,44.00,16224498,17.39
20140117,44.00,44.15,43.70,43.80,15951249,17.31
20140120,44.00,44.45,43.85,44.15,7249236,17.45
20140121,44.45,44.95,44.20,44.90,10737933,17.75
20140122,44.95,45.25,44.90,45.20,10623591,17.87
20140123,45.20,45.55,44.70,45.45,13175597,17.96
20140124,45.35,45.35,44.25,45.35,9706544,17.92
20140127,44.50,44.70,44.00,44.30,13768249,17.51
20140205,42.50,42.90,41.35,42.60,20203829,16.84
20140206,42.95,43.70,42.65,43.40,12017608,17.15
20140207,43.45,44.05,43.45,43.60,10692918,17.23
20140210,43.80,44.70,43.75,44.30,10091884,17.51
20140211,44.00,45.10,43.80,44.65,7177142,17.65
20140212,45.00,45.50,44.80,45.30,8054847,17.91
20140213,44.40,45.55,44.40,45.45,7165448,17.96
20140214,45.65,45.75,45.35,45.75,13305704,18.08
20140217,45.00,46.10,45.00,46.00,10502736,18.18
20140218,45.50,46.20,45.50,46.05,4791323,18.20
20140219,46.15,46.20,45.40,45.80,5216504,18.10
20140220,45.90,46.10,45.55,45.85,6057377,18.12
20140221,46.00,46.95,45.85,46.95,12460559,18.56
20140224,46.95,46.95,46.60,46.65,5576727,18.44
20140225,46.75,48.45,46.75,47.80,11784461,18.89
20140226,47.15,48.00,47.10,47.55,8941562,18.79
20140227,47.45,48.35,47.35,48.30,7740097,19.09
20140303,48.10,48.10,46.95,47.65,11869684,18.83
20140304,47.05,47.45,46.50,46.50,8515430,18.38
20140305,46.90,47.65,46.90,47.60,6826678,18.81
20140306,47.90,48.00,47.10,47.15,5832281,18.64
20140307,47.30,47.90,46.75,47.00,5716679,18.58
20140310,46.75,47.75,46.75,47.50,7518435,18.77
20140311,47.55,47.60,46.45,46.55,7815901,18.40
20140312,46.70,47.25,46.40,47.25,5264436,18.68
20140313,47.50,47.50,46.65,47.10,3741476,18.62
20140314,46.65,47.20,46.50,47.00,4325746,18.58
20140317,47.45,47.45,46.70,47.40,3992434,18.74
20140318,47.10,47.40,47.00,47.00,4350589,18.58
20140319,47.20,47.30,46.70,46.70,4068713,18.46
20140320,46.55,46.70,46.10,46.70,6950785,18.46
20140321,46.90,46.90,45.95,45.95,7074189,18.16
20140324,45.95,46.55,45.80,46.00,6314239,18.18
20140325,46.10,47.70,46.10,47.60,8130738,18.81
20140326,47.95,47.95,47.05,47.45,5764309,18.75
20140327,46.70,47.60,46.70,47.00,4790027,18.58
20140328,47.00,47.25,46.90,47.20,7780213,18.66
20140331,47.30,47.40,47.00,47.00,6549840,18.58
20140401,47.00,47.80,47.00,47.80,6854026,18.89
20140402,47.75,48.00,47.05,47.05,9294713,17.30
20140403,47.50,48.45,47.10,47.20,12692698,17.35
20140407,47.20,47.35,46.70,47.30,16274945,17.39
20140408,47.15,47.55,46.90,46.90,11662998,17.24
20140409,47.00,47.80,47.00,47.80,6199830,17.57
20140410,48.20,49.50,48.05,49.50,18284909,18.20
20140411,49.50,49.55,48.90,49.50,9700134,18.20
20140414,49.00,49.15,47.95,48.30,9768596,17.76
20140415,49.00,49.50,48.55,48.55,10468248,17.85
20140416,48.55,49.80,48.20,48.40,8723967,17.79
20140417,48.50,48.80,48.20,48.45,5137076,17.81
20140418,48.70,49.00,48.50,49.00,2147628,18.01
20140421,48.90,49.20,48.60,49.10,2337181,18.05
20140422,49.10,49.10,48.60,48.75,3718712,17.92
20140423,48.80,49.45,48.50,48.55,6556449,17.85
20140424,48.50,48.50,48.10,48.15,5582042,17.70
20140425,48.00,48.15,46.45,46.50,9426358,17.10
20140428,46.50,47.80,46.35,47.60,10620120,17.50
20140429,47.60,48.10,47.25,47.85,7042923,17.59
20140430,47.85,48.20,47.80,47.90,7160924,17.61
20140502,47.90,48.15,47.25,47.45,5317623,17.44
20140505,47.45,47.60,46.80,46.95,4908523,17.26
20140506,46.85,47.05,46.65,46.80,5972831,17.21
20140507,46.60,46.65,46.00,46.00,14905709,16.91
20140508,46.10,46.20,45.50,45.70,12525632,16.80
20140509,45.50,45.70,44.75,45.30,13257992,16.65
20140512,44.90,45.00,44.00,44.20,13660874,16.25
20140513,44.20,44.55,43.85,44.00,21023607,16.18
20140514,44.10,44.35,43.90,44.30,17985999,16.29
20140515,44.30,45.40,44.15,45.30,10433288,16.65
20140516,45.20,45.90,45.05,45.90,12477626,16.22
20140519,45.70,45.70,44.35,44.50,15482451,15.72
20140520,44.05,45.00,43.80,44.40,15457338,15.69
20140521,44.10,44.55,43.90,44.00,14602407,15.55
20140522,44.00,44.45,43.85,44.10,18875575,15.58
20140523,43.90,44.75,43.90,44.20,17160647,15.62
20140526,44.20,44.45,43.90,44.15,14089252,15.60
20140527,44.30,45.15,44.10,45.10,8807187,15.94
20140528,45.10,45.30,44.60,44.70,12714465,15.80
20140529,44.55,45.10,44.55,44.75,9349404,15.81
20140530,44.50,45.10,44.50,44.60,10819527,15.76
20140603,44.60,45.00,44.15,44.35,10685411,15.67
20140604,44.15,44.95,44.15,44.50,8138135,15.72
20140605,44.50,45.15,44.20,45.00,10851865,15.90
20140606,45.30,46.00,45.20,46.00,9518929,16.25
20140609,46.05,46.35,45.20,46.30,10536964,16.36
20140610,45.80,46.25,45.40,46.15,12204462,16.31
20140611,45.95,45.95,45.55,45.80,6671456,16.18
20140612,45.55,45.80,45.35,45.45,3991204,16.06
20140613,45.00,45.35,44.80,44.85,8631442,15.85
20140616,44.85,45.05,44.70,44.75,5936566,15.81
20140617,45.00,45.15,44.55,44.70,11510259,15.80
20140618,44.85,45.10,44.45,45.05,13820245,15.92
20140619,45.00,45.20,44.85,45.00,6808107,15.90
20140620,45.00,45.15,44.70,44.80,8081600,15.83
20140623,44.80,44.90,44.40,44.40,7586061,15.69
20140624,44.70,45.00,44.55,45.00,3667372,15.90
20140625,45.05,45.10,44.50,44.65,6401103,15.78
20140626,44.50,44.80,44.25,44.65,7980649,15.78
20140627,44.65,44.80,44.60,44.75,4172044,15.81
20140630,44.75,45.20,44.65,45.20,4902610,15.97
20140701,45.20,46.40,45.05,46.20,12513182,16.33
20140702,46.20,46.30,45.10,45.40,12026274,16.04
20140703,45.40,45.65,45.20,45.40,12388664,16.04
20140704,45.40,45.85,45.30,45.70,11659859,16.15
20140707,45.70,45.85,45.40,45.70,6218922,16.15
20140708,45.60,45.80,45.50,45.70,5261722,16.15
20140709,45.50,45.80,45.50,45.70,8093770,16.15
20140710,45.80,46.10,45.40,45.70,14377668,16.15
20140711,45.50,45.70,45.20,45.50,10916466,16.08
20140714,45.50,45.60,45.05,45.20,9870209,15.97
20140715,45.50,45.50,45.10,45.30,15298579,16.01
20140716,45.50,46.30,45.40,46.20,25983074,16.33
20140717,44.00,44.00,43.50,43.70,22401730,15.44
20150206,42.20,42.55,42.05,42.55,3120480,14.72
20150209,42.50,42.50,42.10,42.20,3201832,14.60
20150210,42.00,42.55,41.90,42.20,7027711,14.60
20150211,42.00,42.30,41.55,41.55,7575834,14.38
20150212,41.55,42.25,41.55,42.25,5098154,14.62
20150213,41.90,42.30,41.85,42.15,4652496,14.58
20150224,42.40,42.90,42.35,42.85,11986840,14.83
20150225,42.95,43.20,42.60,42.75,7138982,14.79
20150226,43.00,43.20,42.85,42.95,8012126,14.86
20150302,43.30,43.30,42.55,42.65,5941698,14.76
20150303,42.95,43.25,42.75,43.25,6727209,14.97
20150304,43.20,43.60,43.05,43.60,6063022,15.09
20150305,43.60,43.60,43.00,43.00,4544261,14.88
20150306,43.20,43.55,42.90,43.35,4663289,15.00
20150309,43.00,43.00,42.20,42.60,8534692,14.74
20150310,42.60,42.60,42.10,42.10,6967102,14.57
20150311,41.65,41.95,41.50,41.50,10202869,14.36
20150312,41.50,42.25,41.40,42.00,8015132,14.53
20150313,42.15,42.60,42.05,42.25,5770369,14.62
20150316,42.00,42.35,41.75,41.75,5677197,14.45
20150317,41.80,42.35,41.80,41.85,4360207,14.48
20150318,41.90,42.60,41.85,42.30,5660897,14.64
20150319,42.55,43.20,42.35,43.05,9321786,14.90
20150320,42.30,42.60,42.10,42.25,13162845,14.62
20150323,42.25,42.55,42.25,42.50,3714785,14.71
20150324,42.30,42.50,41.80,42.00,5899170,14.53
20150325,41.90,42.15,41.75,42.00,6739824,14.53
20150326,41.80,42.20,41.75,42.20,5452727,14.60
20150327,42.00,42.25,41.90,42.00,5476175,14.53
20150330,42.75,42.95,42.50,42.75,7783429,14.79
20150331,43.20,44.20,43.00,44.10,17432697,15.26
20150401,44.00,44.35,43.15,43.55,11745577,15.07
20150402,43.70,44.25,43.20,43.25,6751947,14.76
20150407,43.40,44.15,43.40,44.00,9560429,15.02
20150408,44.35,44.35,43.55,43.80,7567497,14.95
20150409,44.15,44.35,43.80,44.00,13230150,15.02
20150410,44.20,44.25,43.75,43.75,7442170,14.93
20150413,43.75,43.75,43.15,43.65,4942067,14.90
20150414,43.30,43.80,43.20,43.70,4157194,14.91
20150415,43.40,43.50,43.05,43.50,9829278,14.85
20150416,43.50,43.75,43.30,43.75,7964933,14.93
20150417,43.30,43.85,43.30,43.60,6913107,14.88
20150420,43.45,43.50,42.95,43.40,5733111,14.81
20150421,43.50,43.75,43.40,43.75,5250754,14.93
20150422,43.75,43.80,43.40,43.75,6269963,14.93
20150423,43.80,45.25,43.75,45.10,16591872,15.39
20150424,45.30,45.40,44.90,44.95,14753147,15.34
20150427,44.95,45.05,44.70,44.70,9098417,15.26
20150428,44.70,44.90,43.60,43.95,14593811,15.00
20150429,43.50,44.10,43.50,43.60,8970009,14.88
20150430,43.50,43.90,43.50,43.60,7069706,14.88
20150504,43.80,43.90,43.40,43.40,2284017,14.81
20150505,43.60,43.80,43.30,43.30,3266378,14.78
20150506,43.30,43.45,43.15,43.15,2957119,14.73
20150507,43.15,43.20,42.35,42.40,7360122,14.47
20150508,42.50,43.05,42.50,42.55,4382797,14.52
20150511,42.60,43.00,42.60,42.65,4064617,14.56
20150512,43.00,43.05,42.60,42.85,4602944,14.62
20150513,42.85,43.35,42.85,43.20,4723786,14.74
20150514,43.00,43.00,42.50,42.70,4202683,14.57
20150515,42.70,42.95,42.35,42.50,4962439,14.51
20150518,42.10,43.00,41.80,43.00,6782122,14.68
20150519,43.00,43.10,42.50,42.60,5442397,16.02
20150520,42.70,42.70,42.25,42.55,6384362,16.00
20150521,42.40,42.40,41.55,41.70,8405163,15.68
20150522,41.70,41.90,41.65,41.75,7811339,15.70
20150525,41.75,41.95,41.60,41.90,6126569,15.75
20150526,41.90,42.20,41.90,42.00,3936561,15.79
20150527,42.15,42.15,41.90,42.00,2750058,15.79
20150528,42.00,42.20,41.90,41.90,7248668,15.75
20150529,41.90,42.10,41.70,41.70,8623986,15.68
20150601,41.70,42.10,41.05,41.10,6324085,15.45
20150602,41.10,41.10,40.30,40.40,8592307,15.19
20150603,40.40,40.55,40.00,40.15,6614311,15.09
20150604,40.00,40.00,37.65,38.80,13609614,14.59
20150605,38.75,39.10,38.55,38.95,8041456,14.64
20150608,39.00,40.35,38.95,39.90,8288108,15.00
20150609,39.65,39.65,38.85,38.85,5116694,14.61
20150610,39.00,39.05,38.70,38.80,6296533,14.59
20150611,38.80,38.95,37.80,38.15,11023500,14.34
20150612,38.10,38.55,37.95,38.00,11147400,14.29
20150615,37.80,38.70,37.75,38.00,6132475,14.29
20150616,38.15,38.40,37.85,38.00,5280533,14.29
20150617,38.65,38.65,37.80,37.85,10579473,14.23
20150618,37.85,38.15,37.85,37.90,8670998,14.25
20150622,37.90,38.70,37.90,38.00,6705995,14.29
20150623,38.50,38.65,38.25,38.55,6097478,14.49
20150624,38.90,38.90,38.55,38.90,10742457,14.62
20150625,38.90,39.40,38.90,39.10,8751768,14.70
20150626,39.10,39.50,39.10,39.45,5401128,14.83
20150629,39.20,39.20,38.85,38.85,4578945,14.61
20150630,38.70,39.50,38.70,38.95,8871377,14.64
20150701,38.80,40.20,38.80,40.00,5737223,15.04
20150702,40.15,40.30,39.80,40.00,6523227,15.04
20150703,39.80,40.10,39.45,40.10,4223833,15.08
20150706,39.95,40.00,39.50,39.55,15532466,14.87
20150707,39.55,39.90,39.00,39.00,5426037,14.66
20150708,38.80,39.05,37.95,37.95,10950176,14.27
20150709,37.85,37.90,37.40,37.70,8449762,14.17
20150713,37.80,39.40,37.70,39.05,7643110,14.68
20150714,39.10,40.25,39.05,40.15,9800369,15.09
20150715,39.60,40.60,39.60,40.30,9596116,15.15
20150716,40.00,40.10,39.55,39.80,8851538,14.96
20150717,39.60,39.80,39.50,39.80,7207120,14.96
20150720,40.00,40.20,39.60,39.60,8210918,14.89
20150721,39.55,39.80,39.15,39.45,9084431,14.83
20150722,39.20,39.35,38.90,39.10,9464516,14.70
20150723,36.75,37.50,36.70,37.35,8084827,14.04
20150724,37.30,37.35,36.80,36.80,6719516,13.83
20150727,36.50,36.50,35.85,36.00,8298354,13.53
20150728,35.65,35.75,34.80,35.10,11223070,13.20
20150729,35.10,35.15,34.50,34.65,8554452,13.03
20150730,34.50,35.00,34.45,34.80,7187199,13.08
20150731,34.80,34.80,33.90,34.20,8533235,12.86
20150803,34.10,34.10,33.45,33.95,7717109,12.76
20150804,34.10,34.35,33.95,34.35,9703021,12.91
20150805,34.35,34.45,33.90,34.35,8821448,12.91
20150806,34.30,34.30,33.20,33.25,17861852,12.50
20150807,32.35,34.05,32.30,33.75,7162951,12.69
20150810,34.55,34.60,34.25,34.45,7492868,12.95
20150811,34.45,34.60,34.10,34.10,8918031,12.82
20150812,33.70,34.15,33.60,34.00,6448070,12.78
20150813,33.85,34.10,33.40,33.90,8642293,12.74
20150814,33.85,33.85,33.20,33.50,6624292,12.59
20150817,33.50,33.80,33.45,33.50,4636216,12.59
20150818,33.55,34.00,33.45,33.80,5148481,14.08
20150819,33.65,34.10,33.60,33.75,5566201,14.06
20150820,33.80,33.95,33.00,33.40,6846184,13.92
20150821,33.15,33.20,32.30,32.30,6977497,13.46
20150824,31.40,32.30,30.05,32.00,13308126,13.33
20150825,32.00,32.10,31.35,32.00,13759738,13.33
20150826,32.00,32.25,31.80,32.05,7211499,13.35
20150827,32.05,32.90,32.05,32.60,7204885,13.58
20150828,33.75,35.10,33.20,34.85,8058333,14.52
20150831,35.00,35.05,34.00,34.85,7483645,14.52
20150901,34.80,34.85,34.05,34.35,5800278,14.31
20150902,34.00,34.25,33.60,34.00,6069720,14.17
20150903,34.00,34.10,33.75,33.95,7425013,14.15
20150904,33.70,34.25,33.70,33.90,6149275,14.13
20150907,33.25,33.95,33.25,33.50,3899475,13.96
20150908,33.50,33.95,33.30,33.50,4944033,13.96
20150909,34.40,35.55,34.10,35.45,10422525,14.77
20150910,35.35,35.65,34.80,35.65,4670250,14.85
20150911,35.10,35.50,35.00,35.25,3127823,14.69
20150914,35.65,35.65,35.15,35.45,3003552,14.77
20150915,35.80,35.90,35.40,35.60,3246732,14.83
20150916,35.90,35.90,35.40,35.50,4622924,14.79
20150917,35.85,35.85,35.50,35.55,5705492,14.81
20150918,35.55,35.55,35.05,35.20,4903965,14.67
20150921,34.75,34.85,34.20,34.55,2887969,14.4
20150922,34.60,35.00,34.50,34.75,2492895,14.48
20150923,34.60,34.60,33.65,34.45,5307606,14.35
20150924,34.45,34.45,33.20,33.20,5757816,13.83
20150925,33.50,33.55,32.75,32.90,2639561,13.71
20150930,32.35,33.35,32.35,33.35,8996101,13.9
20151001,33.30,34.20,32.70,34.10,6822001,14.21
20151002,34.15,34.20,33.80,34.00,2903963,14.17
20151005,34.35,34.75,34.25,34.50,4295530,14.38
20151006,34.70,35.35,34.60,35.25,5847812,14.69
20151007,35.30,36.55,34.80,36.55,9492016,15.23
20151008,36.55,36.55,35.70,36.25,6218015,15.10
20151012,36.50,37.50,36.30,37.50,8313955,15.63
20151013,37.35,37.35,36.25,36.70,6670323,15.29
20151014,36.25,36.45,36.10,36.25,2646613,15.10
20151015,36.70,36.95,36.25,36.90,4867925,15.38
20151016,37.40,37.40,36.80,37.05,6192152,15.44
20151019,37.55,38.00,37.40,38.00,11348029,15.83
20151020,38.00,38.00,36.75,37.15,10306717,15.48
20151021,37.25,37.40,36.70,36.95,1970669,15.40
20151022,36.85,37.00,36.50,36.50,2701424,15.21
20151023,37.20,37.25,36.65,36.70,4694672,15.29
20151026,37.20,37.40,36.85,37.30,4552838,15.54
20151027,37.30,37.40,36.55,37.20,5062693,15.5
20151028,37.10,37.50,37.00,37.40,5090694,15.58
20151029,37.10,37.15,36.15,36.15,6971533,15.06
20151030,36.15,36.65,36.15,36.20,3164208,15.08
20151102,36.80,36.80,36.25,36.35,1809952,15.15
20151103,36.55,37.30,36.55,36.90,3915764,15.38
20151104,37.40,37.90,36.90,37.10,6353163,15.46
20151105,37.45,37.50,36.95,37.00,4948754,15.42
20151106,36.90,37.00,36.00,36.30,7737484,15.13
20151109,36.30,36.60,36.00,36.25,3271922,15.10
20151110,36.20,36.20,35.40,35.40,5216748,14.75
20151111,35.90,35.90,34.50,34.50,7992076,14.38
20151112,34.50,34.80,34.25,34.25,3917918,14.27
20151113,34.25,34.60,33.80,33.80,7021209,18.99
20151116,33.70,33.75,33.30,33.30,4498529,18.71
20151117,33.80,33.85,33.30,33.30,4241174,18.71
