Date,Open
2018/10/1,234.55
2018/10/3,230
2018/10/4,223.5
2018/10/5,217
2018/10/8,208
2018/10/9,215.5
2018/10/10,215
2018/10/11,215
2018/10/12,226.25
2018/10/15,229.7
2018/10/16,237.1
2018/10/17,237.7
2018/10/19,230.3
2018/10/22,229.45
2018/10/23,221.1
2018/10/24,220.1
