Date,Open
2011/3/17,98
2011/3/18,98.2
2011/3/21,98.7
2011/3/22,98.25
2011/3/23,98.05
2011/3/24,98
2011/3/25,99.7
2011/3/28,98.2
2011/3/29,98.5
2011/3/30,97.5
2011/3/31,97.45
2011/4/1,97.75
2011/4/4,101
2011/4/5,106.8
2011/4/6,106.75
2011/4/7,107.35
2011/4/8,109.25
2011/4/11,104.65
2011/4/13,101.75
2011/4/15,103.5
2011/4/18,103.5
2011/4/19,100.5
2011/4/20,102
2011/4/21,101.5
2011/4/25,102.95
2011/4/26,102.45
2011/4/27,105.5
2011/4/28,104.8
2011/4/29,102.7
2011/5/2,101
2011/5/3,100.05
2011/5/4,99.8
2011/5/5,97.9
2011/5/6,97.9
2011/5/9,98.15
2011/5/10,98
2011/5/11,100.55
2011/5/12,100.8
2011/5/13,98
2011/5/16,99.15
2011/5/17,97.25
2011/5/18,97.5
2011/5/19,96.95
2011/5/20,96.2
2011/5/23,97.5
2011/5/24,96.15
2011/5/25,92.15
2011/5/26,88.5
2011/5/27,85.75
2011/5/30,88.6
2011/5/31,87.75
2011/6/1,88
2011/6/2,91.6
2011/6/3,94
2011/6/6,92.3
2011/6/7,94
2011/6/8,95.8
2011/6/9,98.8
2011/6/10,96.9
2011/6/13,96
2011/6/14,100.85
2011/6/15,99.95
2011/6/16,97.9
2011/6/17,97.1
2011/6/20,98.7
2011/6/21,94.5
2011/6/22,93.7
2011/6/23,90.3
2011/6/24,91.5
2011/6/27,91.05
2011/6/28,92.95
2011/6/29,93.7
2011/6/30,93.4
2011/7/1,98
2011/7/4,98.8
2011/7/5,105.7
2011/7/6,103.25
2011/7/7,103.95
2011/7/8,104.8
2011/7/11,100.1
2011/7/12,105
2011/7/13,101
2011/7/14,100.5
2011/7/15,103.4
2011/7/18,101
2011/7/19,103.15
2011/7/20,103
2011/7/21,100.95
2011/7/22,100.25
2011/7/25,103.5
2011/7/26,105.9
2011/7/27,105.9
2011/7/28,107.1
2011/7/29,107.8
2011/8/1,108.2
2011/8/2,105.6
2011/8/3,103.7
2011/8/4,108.4
2011/8/5,108.1
2011/8/8,103
2011/8/9,102.5
2011/8/10,104.8
2011/8/11,105.95
2011/8/12,103.7
2011/8/16,103.75
2011/8/17,98.1
2011/8/18,96
2011/8/19,86.05
2011/8/22,88.8
2011/8/23,92
2011/8/24,92.8
2011/8/25,91.9
2011/8/26,93.25
2011/8/29,90.95
2011/8/30,95
2011/9/2,94.3
2011/9/5,92.25
2011/9/6,91.1
2011/9/7,95
2011/9/8,94.7
2011/9/9,94.95
2011/9/12,92
2011/9/13,91.9
2011/9/14,91.25
2011/9/15,92.5
2011/9/16,93.2
2011/9/19,90.1
2011/9/20,90.7
2011/9/21,91.6
2011/9/22,91.5
2011/9/23,84.75
2011/9/26,87
2011/9/27,87.7
2011/9/28,89.15
2011/9/29,86.7
2011/9/30,84.85
2011/10/3,85.5
2011/10/4,84.4
2011/10/5,83.5
2011/10/7,82.55
2011/10/10,83.2
2011/10/11,86.15
2011/10/12,86
2011/10/13,88.3
2011/10/14,86.5
2011/10/17,88.2
2011/10/18,90
2011/10/19,88.7
2011/10/20,86.95
2011/10/21,85.5
2011/10/24,86
2011/10/25,85.6
2011/10/26,87
2011/10/28,89
2011/10/31,91.3
2011/11/1,91.75
2011/11/2,91
2011/11/3,91.1
2011/11/4,91.6
2011/11/8,91.1
2011/11/9,91.4
2011/11/11,89.35
2011/11/14,89.2
2011/11/15,87.2
2011/11/16,85.9
2011/11/17,84
2011/11/18,82.2
2011/11/21,82.5
2011/11/22,82.1
